refcode	metal	total_charge	spin_multiplicity	elem_nr	m_ox	d_elec	CN	geometry	rel_m
JOYXAW	Co	2	4	27	2	7	4	Tetrahedral	1.022
RATBIY	Co	0	4	27	2	7	4	Tetrahedral	1.014
XUPREF	Co	0	4	27	2	7	4	Tetrahedral	0.997
TANLOK	Co	0	4	27	2	7	4	Tetrahedral	1.0
TANLUQ	Co	0	2	27	2	7	4	Tetrahedral	0.902
EBECAP	Co	-2	4	27	2	7	4	Tetrahedral	1.002
APOHUK	Co	-2	4	27	2	7	4	Tetrahedral	0.998
VILVIX	Co	-2	4	27	2	7	4	Tetrahedral	0.978
RUJSOE	Co	0	4	27	2	7	5	Square pyramidal	1.129
KEHJAK	Co	0	2	27	2	7	5	Square pyramidal	1.003
SEMROU	Co	0	4	27	2	7	5	Square pyramidal	1.07
VAPCAR	Co	0	4	27	2	7	5	Square pyramidal	1.093
ONAXIM	Co	0	2	27	2	7	5	Square pyramidal	0.984
VEKNEE	Co	-1	4	27	2	7	5	Square pyramidal	1.114
ELUXIU	Co	1	2	27	2	7	5	Square pyramidal	1.021
ZIVLIC	Co	1	2	27	2	7	5	Square pyramidal	1.002
ABAJIX	Co	2	2	27	2	7	5	Square pyramidal	1.038
POBWUA	Co	1	2	27	2	7	5	Square pyramidal	1.0
RAWRUF	Co	0	4	27	2	7	5	Square pyramidal	1.075
YUBZUR	Co	2	2	27	2	7	5	Square pyramidal	1.072
JASLEU	Co	1	2	27	2	7	5	Square pyramidal	1.046
GUZTIH	Co	0	4	27	2	7	5	Square pyramidal	1.098
WIVQIC	Co	0	4	27	2	7	5	Square pyramidal	1.106
SUFBUS	Co	0	4	27	2	7	5	Square pyramidal	1.11
PORNES	Co	0	4	27	2	7	5	Square pyramidal	1.11
IFIXON	Co	0	4	27	2	7	5	Square pyramidal	1.102
JEPNUO	Co	0	4	27	2	7	5	Square pyramidal	1.086
IMUDOK	Co	0	4	27	2	7	5	Square pyramidal	1.101
XOGXAS	Co	0	4	27	2	7	5	Square pyramidal	1.091
LELLAQ	Co	0	4	27	2	7	5	Square pyramidal	1.118
ZOBQIQ	Co	1	2	27	2	7	5	Square pyramidal	0.967
NABDID	Co	1	2	27	2	7	5	Square pyramidal	0.972
WIGXUI	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.075
UJUPAR	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.11
XIVKOD	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.093
UMIZUL	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.098
VAPFEY	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.086
DITLAW	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.087
LELDUE	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.084
EHIJEM	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.108
WIWJOD	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.09
AWESAY	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.083
GUWWAW	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.144
DAMYUL	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.116
SINMIO	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.087
LAVKEA	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.088
DUWWEY	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.12
YECSUW	Co	1	4	27	2	7	5	Trigonal bipyramidal	1.087
QADJEK	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.117
ZEDSOT	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.102
IKERUO	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.123
CUZBUU	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.075
SIVQEU	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.058
NAFDAB	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.147
NABDEZ	Co	1	2	27	2	7	5	Trigonal bipyramidal	0.959
NABFOL	Co	1	2	27	2	7	5	Trigonal bipyramidal	0.949
HUKJAA	Co	0	4	27	2	7	5	Trigonal bipyramidal	1.109
QEDKOZ	Co	0	4	27	2	7	6	Octahedral	1.152
BEMJIN	Co	0	4	27	2	7	6	Octahedral	1.144
TAGZUA	Co	0	4	27	2	7	6	Octahedral	1.133
EBUSEB	Co	0	4	27	2	7	6	Octahedral	1.119
YEZLEU	Co	0	2	27	2	7	6	Octahedral	0.991
COBDEC	Co	0	2	27	2	7	6	Octahedral	0.975
LUWCIP	Co	0	4	27	2	7	6	Octahedral	1.175
KAGLUA	Co	-2	4	27	2	7	6	Octahedral	1.148
PARRUW	Co	0	4	27	2	7	6	Octahedral	1.184
BUKFAR	Co	0	4	27	2	7	6	Octahedral	1.137
OLIWUB	Co	0	4	27	2	7	6	Octahedral	1.142
DIFKUY	Co	0	4	27	2	7	6	Octahedral	1.15
IXEQAF	Co	0	4	27	2	7	6	Octahedral	1.14
POWRID	Co	0	4	27	2	7	6	Octahedral	1.14
JODGIT	Co	0	4	27	2	7	6	Octahedral	1.128
THETCO	Co	0	4	27	2	7	6	Octahedral	1.129
CTHUCO10	Co	0	4	27	2	7	6	Octahedral	1.165
MGXANC	Co	0	2	27	2	7	6	Octahedral	0.96
IGUREJ	Co	1	4	27	2	7	6	Octahedral	1.165
FERWEH	Co	0	4	27	2	7	6	Octahedral	1.132
YALZET	Co	1	4	27	2	7	6	Octahedral	1.138
DAMTES	Co	1	4	27	2	7	6	Octahedral	1.151
VAHGOC	Co	1	4	27	2	7	6	Octahedral	1.141
MOHFUM	Co	1	4	27	2	7	6	Octahedral	1.127
NUTHIU	Co	0	4	27	2	7	6	Octahedral	1.148
KIFMUK	Co	0	4	27	2	7	6	Octahedral	1.137
IVUQOH	Co	0	4	27	2	7	6	Octahedral	1.16
CAWQIB	Co	0	4	27	2	7	6	Octahedral	1.152
RAXMOT	Co	0	4	27	2	7	6	Octahedral	1.137
OFINAT	Co	2	4	27	2	7	6	Octahedral	1.113
JUNGEH	Co	2	4	27	2	7	6	Octahedral	1.167
KILBAJ	Co	2	4	27	2	7	6	Octahedral	1.129
RUJSUK	Co	2	4	27	2	7	6	Octahedral	1.179
FOXCOM	Co	0	4	27	2	7	6	Octahedral	1.137
HZHCXC	Co	0	4	27	2	7	6	Octahedral	1.153
PITHAD	Co	2	4	27	2	7	6	Octahedral	1.129
IXEPIM	Co	0	4	27	2	7	6	Octahedral	1.117
GADMEH	Co	-1	4	27	2	7	6	Octahedral	1.132
DEGJEF	Co	0	4	27	2	7	6	Octahedral	1.147
JITWOZ	Co	2	4	27	2	7	6	Octahedral	1.114
ZOZPAF	Co	-1	4	27	2	7	6	Octahedral	1.157
BAWZIL	Co	0	4	27	2	7	6	Octahedral	1.127
RAXXUM	Co	0	4	27	2	7	6	Octahedral	1.118
ECADOB01	Co	2	4	27	2	7	6	Octahedral	1.113
BOQPIH	Co	2	4	27	2	7	6	Octahedral	1.147
EDIDAX	Co	2	4	27	2	7	6	Octahedral	1.123
RETFOM	Co	0	4	27	2	7	6	Octahedral	1.14
WAMYAL	Co	0	4	27	2	7	6	Octahedral	1.123
XITQIB	Co	0	2	27	2	7	6	Octahedral	1.071
XITQEX	Co	0	2	27	2	7	6	Octahedral	1.09
CETJIU	Co	2	4	27	2	7	6	Octahedral	1.144
ODOWUC	Co	0	4	27	2	7	6	Octahedral	1.104
RUMHAI	Co	0	2	27	2	7	6	Octahedral	1.092
NOYCIN	Co	2	4	27	2	7	6	Octahedral	1.121
TIGBIV	Co	2	4	27	2	7	6	Octahedral	1.146
GIBGON	Co	0	4	27	2	7	6	Octahedral	1.127
XIYMEY	Co	2	4	27	2	7	6	Octahedral	1.12
SESGUT	Co	2	4	27	2	7	6	Octahedral	1.122
AYIZOY	Co	-4	4	27	2	7	6	Octahedral	1.134
COETDS10	Co	2	4	27	2	7	6	Octahedral	1.133
TAKZAH	Co	0	4	27	2	7	6	Octahedral	1.132
FIDZEY	Co	0	4	27	2	7	6	Octahedral	1.173
ZIBNIH	Co	0	4	27	2	7	6	Octahedral	1.15
BAJJEB	Co	0	4	27	2	7	6	Octahedral	1.131
NTMTUC	Co	0	4	27	2	7	6	Octahedral	1.175
BOXMIK	Co	2	2	27	2	7	6	Octahedral	1.008
ZOTRAB	Co	0	2	27	2	7	6	Octahedral	1.058
XUBMUF	Co	2	4	27	2	7	6	Pentagonal pyramidal	1.214
PODCIX	Co	0	4	27	2	7	6	Trigonal prismatic	1.167
ERUXIZ	Co	2	4	27	2	7	6	Trigonal prismatic	1.176
VUCYAV	Co	1	4	27	2	7	6	Trigonal prismatic	1.193
KIRPAE	Co	2	4	27	2	7	6	Trigonal prismatic	1.157
DEPLES	Co	2	4	27	2	7	6	Trigonal prismatic	1.138
FURBIF	Co	0	4	27	2	7	6	Trigonal prismatic	1.154
EYOZEY	Co	0	4	27	2	7	6	Trigonal prismatic	1.138
QOWJOE	Co	-1	4	27	2	7	6	Trigonal prismatic	1.159
SISNAK	Co	1	4	27	2	7	7	Capped trigonal prismatic	1.233
GUGCUI	Co	0	4	27	2	7	7	Pentagonal bipyramidal	1.21
KIRDOH	Co	0	4	27	2	7	7	Pentagonal bipyramidal	1.207
COKLOD	Co	2	4	27	2	7	7	Pentagonal bipyramidal	1.216
VENJOO	Co	0	4	27	2	7	7	Pentagonal bipyramidal	1.188
XUVVAN	Co	0	4	27	2	7	7	Pentagonal bipyramidal	1.216
BAHDAS	Co	-2	4	27	2	7	7	Pentagonal bipyramidal	1.226
RUHRIV	Co	2	4	27	2	7	8	Dodecahedral	1.3
KAXMIF	Co	0	5	27	3	6	3	Trigonal planar	0.921
ABATUT	Co	0	1	27	3	6	3	Trigonal planar	0.848
QOXZAG	Co	1	1	27	3	6	4	Seesaw	0.902
QUCBOG	Co	-1	3	27	3	6	4	Square planar	0.925
KOCXEG	Co	2	3	27	3	6	4	Square planar	0.921
XEHSOV	Co	0	3	27	3	6	4	Square planar	0.9
PENBUG	Co	-1	3	27	3	6	4	Square planar	0.913
VIWQEX	Co	-1	3	27	3	6	4	Square planar	0.893
HEHJOW	Co	-1	3	27	3	6	4	Square planar	0.89
MAJYUS	Co	-1	3	27	3	6	4	Square planar	0.877
QANFOD	Co	-1	3	27	3	6	4	Square planar	0.865
QOXZEK	Co	1	1	27	3	6	4	Tetrahedral	0.884
WATSUF	Co	0	1	27	3	6	5	Square pyramidal	0.952
EACMCO	Co	0	1	27	3	6	5	Square pyramidal	0.949
LADCIC	Co	0	3	27	3	6	5	Square pyramidal	0.963
REJDAN	Co	1	3	27	3	6	5	Square pyramidal	0.974
GUZCUZ	Co	0	3	27	3	6	5	Trigonal bipyramidal	1.052
LADCOI	Co	0	3	27	3	6	5	Trigonal bipyramidal	0.954
VOYFIA	Co	0	3	27	3	6	5	Trigonal bipyramidal	0.986
XANMAA	Co	1	1	27	3	6	6	Octahedral	0.93
PIDPUN	Co	1	1	27	3	6	6	Octahedral	0.972
OVOJIU	Co	0	1	27	3	6	6	Octahedral	0.907
UJOLEK	Co	0	1	27	3	6	6	Octahedral	0.971
MAKPOD	Co	1	1	27	3	6	6	Octahedral	0.971
TOLTET	Co	1	1	27	3	6	6	Octahedral	0.95
MICHOV	Co	0	1	27	3	6	6	Octahedral	0.966
SOWKIY	Co	0	1	27	3	6	6	Octahedral	0.986
HANJIP	Co	2	1	27	3	6	6	Octahedral	0.979
CSCNCC01	Co	-3	1	27	3	6	6	Octahedral	0.91
BODQES	Co	-1	1	27	3	6	6	Octahedral	0.971
QIGRED	Co	0	1	27	3	6	6	Octahedral	0.961
REXQAN	Co	0	1	27	3	6	6	Octahedral	1.044
QIWKOX	Co	0	1	27	3	6	6	Octahedral	0.982
YEXVAA	Co	0	1	27	3	6	6	Octahedral	0.99
EKOKEV	Co	0	1	27	3	6	6	Octahedral	0.988
SIQNAK	Co	0	1	27	3	6	6	Octahedral	0.919
KUVWOQ	Co	0	1	27	3	6	6	Octahedral	0.91
SIQNEO	Co	0	1	27	3	6	6	Octahedral	0.95
DOFZAA	Co	0	1	27	3	6	6	Octahedral	0.989
CEHYAP01	Co	1	1	27	3	6	6	Octahedral	0.978
VIDMIH	Co	1	1	27	3	6	6	Octahedral	0.987
NEXYAS	Co	-1	1	27	3	6	6	Octahedral	0.984
DABHUK	Co	-1	1	27	3	6	6	Octahedral	0.956
LAYNEF	Co	0	1	27	3	6	6	Octahedral	0.987
SUKQUK	Co	-1	1	27	3	6	6	Octahedral	0.97
KEQVAD	Co	0	1	27	3	6	6	Octahedral	0.99
YEXVEE	Co	0	1	27	3	6	6	Octahedral	1.01
AGODAC	Co	0	1	27	3	6	6	Octahedral	0.973
RISSIW	Co	0	1	27	3	6	6	Octahedral	0.971
FUQCUR	Co	1	1	27	3	6	6	Octahedral	0.994
XOQVAC	Co	0	1	27	3	6	6	Octahedral	0.993
GIXYIV	Co	0	1	27	3	6	6	Octahedral	0.931
SOZYEL	Co	0	1	27	3	6	6	Octahedral	0.974
RATDIZ	Co	2	1	27	3	6	6	Octahedral	1.018
QIGSEE	Co	0	1	27	3	6	6	Octahedral	1.002
RATDOF	Co	2	1	27	3	6	6	Octahedral	1.017
ARIMUJ	Co	1	1	27	3	6	6	Octahedral	0.983
NOZPAT	Co	0	1	27	3	6	6	Octahedral	0.971
DUCGUD	Co	1	1	27	3	6	6	Octahedral	0.975
VABKUE	Co	2	1	27	3	6	6	Octahedral	1.022
LAPNIZ	Co	0	1	27	3	6	6	Octahedral	1.002
ZIXMOI	Co	1	1	27	3	6	6	Octahedral	0.989
EAIVCO	Co	0	1	27	3	6	6	Octahedral	1.004
KEHJOY	Co	0	1	27	3	6	6	Octahedral	0.99
QAFPAO	Co	1	1	27	3	6	6	Octahedral	0.981
MIKROO	Co	0	1	27	3	6	6	Octahedral	0.964
YISQAT	Co	0	1	27	3	6	6	Octahedral	0.977
QIGRON	Co	0	1	27	3	6	6	Octahedral	0.99
WEMNIM	Co	1	1	27	3	6	6	Octahedral	0.985
MAKPIX	Co	1	1	27	3	6	6	Octahedral	0.983
YETBOP	Co	1	1	27	3	6	6	Octahedral	0.986
YETBUV	Co	1	1	27	3	6	6	Octahedral	0.971
KAKVUO	Co	1	1	27	3	6	6	Octahedral	0.962
PUTTUT	Co	1	1	27	3	6	6	Octahedral	0.962
MABLUA	Co	1	1	27	3	6	6	Octahedral	0.966
JAYNAB	Co	0	1	27	3	6	6	Octahedral	0.915
SIPLEI	Co	2	1	27	3	6	6	Octahedral	0.996
PEXKAF	Co	2	1	27	3	6	6	Octahedral	0.99
BISXIK	Co	0	1	27	3	6	6	Octahedral	0.949
HERHAN	Co	1	1	27	3	6	6	Octahedral	0.983
TEVXIC	Co	2	1	27	3	6	6	Octahedral	0.968
HERGUG	Co	0	1	27	3	6	6	Octahedral	0.981
KIDRIY	Co	-1	1	27	3	6	6	Octahedral	0.955
EYAQEA	Co	3	1	27	3	6	6	Octahedral	0.99
QOGNAD	Co	1	1	27	3	6	6	Octahedral	0.983
XAKPUU	Co	4	1	27	3	6	6	Octahedral	0.999
WERKIN	Co	-3	1	27	3	6	6	Octahedral	0.995
NCACON	Co	2	1	27	3	6	6	Octahedral	0.991
PATACO10	Co	2	1	27	3	6	6	Octahedral	0.99
MAENCO	Co	2	1	27	3	6	6	Octahedral	0.998
YETCAC	Co	3	1	27	3	6	6	Octahedral	1.006
QILWUD	Co	2	1	27	3	6	6	Octahedral	0.997
IBUQOL	Co	2	1	27	3	6	6	Octahedral	0.99
BOTQEH	Co	2	1	27	3	6	6	Octahedral	0.986
GAPZEC	Co	1	1	27	3	6	6	Octahedral	0.993
APRCOB	Co	1	1	27	3	6	6	Octahedral	0.985
ULONEP	Co	3	1	27	3	6	6	Octahedral	0.998
ENTXCO	Co	1	1	27	3	6	6	Octahedral	0.987
BOHGAG	Co	3	1	27	3	6	6	Octahedral	1.002
ZEQLUE	Co	1	1	27	3	6	6	Octahedral	0.962
HELJAJ	Co	1	1	27	3	6	6	Octahedral	0.978
PUWMAX	Co	1	1	27	3	6	6	Octahedral	0.989
VARVIU	Co	3	1	27	3	6	6	Octahedral	0.982
PERJIG	Co	3	1	27	3	6	6	Octahedral	0.974
GEWNAX	Co	3	1	27	3	6	6	Octahedral	0.971
ZENBOJ	Co	-1	1	27	3	6	6	Octahedral	0.976
SICCAL	Co	1	1	27	3	6	6	Octahedral	0.965
MCYSCO	Co	1	1	27	3	6	6	Octahedral	0.979
ZEWDIO	Co	0	1	27	3	6	6	Octahedral	0.957
UBICEP	Co	2	1	27	3	6	6	Octahedral	0.962
YETCIK	Co	2	1	27	3	6	6	Octahedral	0.989
PORPOB	Co	3	1	27	3	6	6	Octahedral	0.977
PAACCO	Co	0	1	27	3	6	6	Octahedral	0.975
YETCEG	Co	1	1	27	3	6	6	Octahedral	0.978
FEVNAW	Co	0	1	27	3	6	6	Octahedral	0.991
DOGHEM	Co	1	1	27	3	6	6	Octahedral	0.989
SUKWUQ	Co	1	1	27	3	6	6	Octahedral	0.97
ROLQUE	Co	0	1	27	3	6	6	Octahedral	0.961
GUVZIH	Co	0	1	27	3	6	6	Octahedral	0.96
PUTVAB	Co	2	1	27	3	6	6	Octahedral	0.96
WELPIM	Co	1	1	27	3	6	6	Octahedral	0.946
CADHOE	Co	1	1	27	3	6	6	Octahedral	0.947
TDTCCO	Co	0	1	27	3	6	6	Octahedral	0.973
VESZUP	Co	0	1	27	3	6	6	Octahedral	0.941
WAVVEX	Ni	0	1	28	0	8	3	Trigonal planar	0.883
MISLOP	Ni	0	1	28	0	8	4	Tetrahedral	0.889
WAVTOF	Ni	0	1	28	0	8	4	Tetrahedral	0.894
BOJPOI	Ni	0	1	28	0	8	4	Tetrahedral	0.873
MISLUV	Ni	0	1	28	0	8	4	Tetrahedral	0.871
XUBJEK	Ni	0	1	28	0	8	4	Tetrahedral	0.862
WALJUR	Ni	0	1	28	0	8	4	Tetrahedral	0.922
WALJOL	Ni	0	1	28	0	8	4	Tetrahedral	0.889
DIBHIF	Ni	0	1	28	0	8	5	Pentagon	0.99
JARKIX	Ni	0	3	28	2	8	2	Linear	0.906
OPAKUM	Ni	0	1	28	2	8	3	T-shaped	0.931
SOGFAY	Ni	0	1	28	2	8	3	T-shaped	0.901
YOLDAG	Ni	-1	1	28	2	8	3	T-shaped	0.944
KEBXOG	Ni	0	3	28	2	8	3	T-shaped	0.966
GAXYOW	Ni	0	3	28	2	8	3	T-shaped	0.973
IJUDAV	Ni	0	1	28	2	8	3	Trigonal planar	0.881
LIHSUS	Ni	-1	3	28	2	8	3	Trigonal planar	0.944
ZEHMEG	Ni	0	1	28	2	8	3	Trigonal planar	0.874
WUXVOA	Ni	0	3	28	2	8	3	Trigonal planar	0.97
TOLZOK	Ni	0	1	28	2	8	3	Trigonal planar	0.901
ZUQLAA	Ni	0	3	28	2	8	3	Trigonal planar	0.983
FUYTOK	Ni	-1	3	28	2	8	3	Trigonal planar	0.937
FUYTEA	Ni	0	3	28	2	8	3	Trigonal planar	0.937
ELUTAI	Ni	0	3	28	2	8	4	Seesaw	1.037
QASCUI	Ni	0	3	28	2	8	4	Seesaw	1.017
BAJWAL	Ni	0	3	28	2	8	4	Seesaw	1.002
YOBCUO	Ni	0	3	28	2	8	4	Seesaw	1.03
PUJSOC	Ni	1	1	28	2	8	4	Seesaw	0.881
TOBWEO	Ni	0	3	28	2	8	4	Seesaw	1.024
FAYVAF	Ni	0	1	28	2	8	4	Seesaw	0.911
BAJWEP	Ni	0	3	28	2	8	4	Seesaw	0.997
VEWQUK	Ni	0	3	28	2	8	4	Seesaw	1.006
GIYGUT	Ni	0	3	28	2	8	4	Seesaw	1.018
XADCIP	Ni	0	1	28	2	8	4	Seesaw	0.903
GINSUS	Ni	0	1	28	2	8	4	Square planar	0.894
BEMNAK	Ni	0	1	28	2	8	4	Square planar	0.927
CUXXOL	Ni	0	1	28	2	8	4	Square planar	0.906
KIKBEM	Ni	0	1	28	2	8	4	Square planar	0.99
YIJGII	Ni	0	1	28	2	8	4	Square planar	0.915
UTEMIR	Ni	0	1	28	2	8	4	Square planar	0.89
JIVQEL	Ni	0	1	28	2	8	4	Square planar	0.904
LODFAL	Ni	0	1	28	2	8	4	Square planar	0.972
LUJREN	Ni	-1	1	28	2	8	4	Square planar	0.927
VIBPOM	Ni	1	1	28	2	8	4	Square planar	0.924
XOZXIV	Ni	0	1	28	2	8	4	Square planar	0.95
OROFEH	Ni	0	1	28	2	8	4	Square planar	0.932
KAJHUC	Ni	0	1	28	2	8	4	Square planar	0.961
KOHMAW	Ni	0	1	28	2	8	4	Square planar	0.918
BOMVEF	Ni	0	1	28	2	8	4	Square planar	0.918
ARIVEE	Ni	0	1	28	2	8	4	Square planar	0.952
VEWDIN	Ni	0	1	28	2	8	4	Square planar	0.938
DEDREK	Ni	0	1	28	2	8	4	Square planar	0.941
YIYDAM	Ni	0	1	28	2	8	4	Square planar	0.897
ZUTHEB	Ni	0	1	28	2	8	4	Square planar	0.919
GENYOP	Ni	0	1	28	2	8	4	Square planar	0.91
VIBWUZ	Ni	0	1	28	2	8	4	Square planar	0.923
HUBLUM	Ni	-1	1	28	2	8	4	Square planar	0.916
HERVOQ	Ni	1	1	28	2	8	4	Square planar	0.908
GOXBOK	Ni	0	1	28	2	8	4	Square planar	0.923
OFEXAA	Ni	-2	1	28	2	8	4	Square planar	0.918
TODDUL	Ni	-2	1	28	2	8	4	Square planar	0.908
EDUPOL	Ni	0	1	28	2	8	4	Square planar	0.945
LUJROX	Ni	0	1	28	2	8	4	Square planar	0.927
AREJUD	Ni	0	1	28	2	8	4	Square planar	0.955
VOGGOO	Ni	0	1	28	2	8	4	Square planar	0.987
HIPCIS	Ni	0	1	28	2	8	4	Square planar	0.935
XOCJAB	Ni	0	1	28	2	8	4	Square planar	0.975
EDIJIL	Ni	0	1	28	2	8	4	Square planar	0.955
XOCJUV	Ni	0	1	28	2	8	4	Square planar	0.948
SIFQAA	Ni	0	1	28	2	8	4	Square planar	0.944
DOKQOJ	Ni	0	1	28	2	8	4	Square planar	0.944
QUHKIO	Ni	0	1	28	2	8	4	Square planar	0.945
IHUDUL	Ni	0	1	28	2	8	4	Square planar	0.928
ALOTUR	Ni	0	1	28	2	8	4	Square planar	0.928
UNILIN	Ni	0	1	28	2	8	4	Square planar	0.924
LAQJIX	Ni	0	1	28	2	8	4	Square planar	0.95
RABJOX	Ni	0	1	28	2	8	4	Square planar	1.025
KOBTOL	Ni	0	1	28	2	8	4	Square planar	0.96
WIJLUZ	Ni	0	1	28	2	8	4	Square planar	0.966
YABLIW	Ni	0	1	28	2	8	4	Square planar	0.921
FIWLEE	Ni	0	1	28	2	8	4	Square planar	0.968
RUXYER	Ni	0	1	28	2	8	4	Square planar	0.961
XEGPEF	Ni	0	1	28	2	8	4	Square planar	0.952
BOLVAA	Ni	0	1	28	2	8	4	Square planar	0.95
EYEYEM	Ni	0	1	28	2	8	4	Square planar	0.901
ALOTOL	Ni	0	1	28	2	8	4	Square planar	0.924
LEMVOQ	Ni	0	1	28	2	8	4	Square planar	0.952
XUPSIL	Ni	0	1	28	2	8	4	Square planar	0.948
GAWNAU	Ni	0	1	28	2	8	4	Square planar	0.984
TIBKOH	Ni	0	1	28	2	8	4	Square planar	0.962
YOYXES	Ni	0	1	28	2	8	4	Square planar	0.951
VIGLOP	Ni	0	1	28	2	8	4	Square planar	0.948
HEYKOL	Ni	0	1	28	2	8	4	Square planar	0.906
DOPROS	Ni	0	1	28	2	8	4	Square planar	0.951
MIJPAZ	Ni	0	1	28	2	8	4	Square planar	0.946
KUHJED	Ni	1	1	28	2	8	4	Square planar	0.865
DIJQAR	Ni	0	1	28	2	8	4	Square planar	0.986
CEKJIO	Ni	0	1	28	2	8	4	Square planar	0.959
ORESUC	Ni	0	1	28	2	8	4	Square planar	0.937
UNOFEJ	Ni	0	1	28	2	8	4	Square planar	0.896
UPIDIH	Ni	1	1	28	2	8	4	Square planar	0.981
RADLEO	Ni	0	1	28	2	8	4	Square planar	0.977
RIXTIC	Ni	0	1	28	2	8	4	Square planar	0.96
MORDOM	Ni	0	1	28	2	8	4	Square planar	0.99
ZALRUZ	Ni	0	1	28	2	8	4	Square planar	0.961
FEGVUJ	Ni	1	1	28	2	8	4	Square planar	0.944
JADKII	Ni	0	1	28	2	8	4	Square planar	0.952
TUPMAV	Ni	0	1	28	2	8	4	Square planar	0.954
DIJPOE	Ni	1	1	28	2	8	4	Square planar	0.961
HUBMUN	Ni	-1	1	28	2	8	4	Square planar	0.938
TIVZIJ	Ni	0	1	28	2	8	4	Square planar	0.981
JAXFIX	Ni	0	1	28	2	8	4	Square planar	0.954
TOBBAP	Ni	0	1	28	2	8	4	Square planar	0.943
JIZNEM	Ni	0	1	28	2	8	4	Square planar	0.923
AJAFEX	Ni	0	1	28	2	8	4	Square planar	0.923
XAJWOU	Ni	0	1	28	2	8	4	Square planar	0.929
FAVZUY	Ni	0	1	28	2	8	4	Square planar	0.915
RISQOC	Ni	0	1	28	2	8	4	Square planar	0.91
XIXTEE	Ni	0	1	28	2	8	4	Square planar	0.919
VUMCIP	Ni	0	1	28	2	8	4	Square planar	0.968
EVACOT	Ni	0	1	28	2	8	4	Square planar	0.932
OBOKOF	Ni	0	1	28	2	8	4	Square planar	0.917
OHUSEQ	Ni	0	1	28	2	8	4	Square planar	0.972
VEYTAX	Ni	0	1	28	2	8	4	Square planar	0.973
XUYWAQ	Ni	0	1	28	2	8	4	Square planar	0.938
XULXAG	Ni	0	1	28	2	8	4	Square planar	0.927
QAHWUT	Ni	0	1	28	2	8	4	Square planar	0.927
VEYTEB	Ni	0	1	28	2	8	4	Square planar	0.928
TINTUG	Ni	0	1	28	2	8	4	Square planar	0.929
KIQGOG	Ni	0	1	28	2	8	4	Square planar	0.934
CLSINI10	Ni	0	1	28	2	8	4	Square planar	0.932
UGODAW	Ni	0	1	28	2	8	4	Square planar	0.955
EDOZAA	Ni	0	1	28	2	8	4	Square planar	0.91
MEDCOO	Ni	-1	1	28	2	8	4	Square planar	0.91
HOYFUW	Ni	-1	1	28	2	8	4	Square planar	0.91
CODWAU	Ni	0	1	28	2	8	4	Square planar	0.909
UTEMOX	Ni	0	1	28	2	8	4	Square planar	0.894
AFUDAH	Ni	0	1	28	2	8	4	Square planar	0.973
SEMCUK	Ni	0	1	28	2	8	4	Square planar	0.908
HOTXIX	Ni	0	1	28	2	8	4	Square planar	0.922
OBIVAX	Ni	2	1	28	2	8	4	Square planar	0.925
LOPXOD	Ni	0	1	28	2	8	4	Square planar	0.942
ZASROA	Ni	2	1	28	2	8	4	Square planar	0.986
ZASRUG	Ni	1	1	28	2	8	4	Square planar	0.984
WOWTOR	Ni	2	1	28	2	8	4	Square planar	0.965
BEXKOE	Ni	0	1	28	2	8	4	Square planar	0.94
DIGJEJ	Ni	0	1	28	2	8	4	Square planar	0.924
BEXZIN	Ni	0	1	28	2	8	4	Square planar	0.935
MINNAZ	Ni	0	1	28	2	8	4	Square planar	0.944
ZILSEU	Ni	2	1	28	2	8	4	Square planar	1.052
KANYON	Ni	1	1	28	2	8	4	Square planar	0.947
QAHQAT	Ni	1	1	28	2	8	4	Square planar	0.947
WEJKOL	Ni	0	1	28	2	8	4	Square planar	0.94
DIRPOJ	Ni	0	1	28	2	8	4	Square planar	0.949
HOPYIW	Ni	0	1	28	2	8	4	Square planar	0.938
LUHPIO	Ni	1	1	28	2	8	4	Square planar	0.967
REMMOM	Ni	0	1	28	2	8	4	Square planar	0.919
KISKON	Ni	1	1	28	2	8	4	Square planar	0.974
RORXUR	Ni	0	1	28	2	8	4	Square planar	0.967
LEPYOV	Ni	0	1	28	2	8	4	Square planar	1.035
